Text,Level,A1,A2,B1,B2,C1,C2,Labels,Text Count
He loved the scent of peanuts . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
No airplanes are flying because of the violent storm . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Is fish healthier than fruit ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
Fresh fruit in the diet may protect against cancer . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
She wore a hat to block the sun . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
It feels good to get these assignments finished early . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
It 's nice to see a paper you 've been working on for months finally completed . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
Many buildings are made with steel beams . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
He learned where to get good Japanese food . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
She was the woman whom I called my closest friend . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Her memory began to fail until finally she no longer knew me . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
She borrowed money to pay her bills . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
So many high school graduates do n't know what they want to study at university . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Do you think he will mind if I borrow his ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
They have n't gotten any sleep since the twins were born . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
The heated air feels great in winter . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
He would be happy if I went too . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
What we eat says a lot about us as a society . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
She always preferred soy beans over anything . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Football is played in stadiums . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
"They had a long , loving marriage . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Snow boots are good to have because they are warm . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The championship game had a large crowd . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
There is no reason to be so depressed about the results . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I am disappointed by what I find in my refrigerator . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Some people would like to know what it is to be like a celebrity . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
We wanted to get started before the rising sun get too hot . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
The quiz is impossible to complete . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Her notebook was next to mine when I saw it last . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
She is our foster daughter . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
Gina added more beans to her diet . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Nobody spoke another word after the professor got mad . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
His friends often come over and hang out at our house . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
He asked her what to get for his mother 's birthday . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
Some teachers with large classes never get to know their students . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
She gave me beautiful gloves for Christmas . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
He fixed his tie before starting his presentation . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Cargo ships dock in port cities . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"You can borrow ours , but please just be careful with it . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
I got newspaper ink on my shirt . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Lots of people got sick on the cruise ship . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
They all seemed scared of the noises . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
The students learned to check their papers with spell and grammar tools . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Tim was always trimming his moustache . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Her favorite vegetable is cauliflowers . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
She used vegetable oil to fry the vegetables . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Please have someone walk you back after the party . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Could anyone send me directions to the dinner party ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
I approached my professor before class to ask him some questions . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
She was given several distinguished awards for her work . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
This is something which needs to be said . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
It 's cold enough to wear sweaters again . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
I like to wear my warm clothes in the fall . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
I wish I had gotten my black belt when I was younger . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
I wish I had earned my PhD before I turned 40 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
The snow is good to have during Christmas . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
There are several movies about wolves . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Some snakes are completely harmless . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
Would you hand me that piece of paper ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
"What I saw was an opportunity to change my life for the better , so I took it . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
He looked through the books carefully . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Elk meat is leaner than beef . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Quiet background music can help you to concentrate . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Why do n't you use a fork  Nick said . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The tourists had no idea about where to stay . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The doctors tried as much as possible to save her . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"Amanda , who was the fastest runner in our grade , ran across the field at full speed . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
The door has been locked since she left . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
A group of university graduates wanted to go backpacking around Europe . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I wish I could have had a chance to clean up before your arrival . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
There were people protesting the military base in Okinawa . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
You might try contacting your professor before you register for his class . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Your professor must be notified in advance if you are planning to take his classes next semester . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"Take it from me , you are much better off thinking about all the things in life you are grateful for than complaining about things that upset you . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",29
I wish they would stop complaining . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
I do n't think that they will show the movie yet . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I wish I could have told you myself but I did n't know you were here . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
I need to sell some of these books before I can buy more . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
I am looking for someone who can drive me to the airport . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
I do n't know who burned all the books . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Unidentified teachers protested the policy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
He was thrilled to get a job there . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The police saw the gate and its broken lock . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The police had been asking if anyone had seen the snake that escaped from the pet store . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
Have you seen my missing snake ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
He gave her a shoulder massage . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Ryan picked up his little sister and finished all of his assignments before six o'clock . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Doctors and nurses sometimes work in war zones . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The teacher took the children to the aquarium to show them many types of fish that live in the sea . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
They were given several types of fish . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
There are wild goats in Hawaii . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
There were lots of goats in Greece . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
"If they had seen the fire , they would have gone to check it . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
He always got a strawberry milkshake . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
He always had his bagel with cream cheese . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
I wish I knew how to lose all this extra weight . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
Were you offended by what he said to you ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
He has been dieting since his heart attack last spring . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
He carefully moved across the crowded room . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Amanda was pleased to see all of the residents happy in her newly built apartment . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
It 's not raining anymore but they stopped playing outside anyway . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"The door was locked , the curtains were drawn , and the newspapers were piled up in the mailbox . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
We took the cable car up the mountain . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The view from the cable car was amazing . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Spanish is the fastest growing language . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
He became a man whom others feared . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
She always chose to eat lamb at restaurants . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
He is a man whose life has been mostly lived abroad . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I wanted the kids to wash the car today but I think it might rain . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Was there good food at the gathering ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
I knew he was a person who got angry very quickly . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"If it went by express mail , they should have it by now . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
Fine wool from sheep is used to make sweaters . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
She sang passionately so as not to bore the audience . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"Despite being a great singer , she sang very badly that night . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
I wish it could be someone else that drove the car off the bridge . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
The old man who caused the accident died yesterday . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The man in that car caused the accident . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
It was hot in the sun where we stood . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
One look at the exam made her feel nervous . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
There is an urgent need for more doctors who are willing to volunteer in Africa . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Your research must have gotten a lot of attention from the scientific community . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
Can you read a barometer ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
Sailors check the barometer often . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
He 's very keen on getting a puppy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
He keeps looking in my direction . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
The professor said he had to adjust everyone 's grade because the class did so poorly on the final exam . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
"If the public wanted changes , they would demonstrate . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
I tried to teach them to answer job interview questions successfully . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
Let 's wait over by the badminton court . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Our grandmother loved feedings us desserts . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
That author 's books give many people pleasure . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
I was bored with so much rain . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
The president of the company claimed one of his employees stole the money . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
Was there something wrong with the food ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
It is a long way from downtown Chicago so I recommend you stay there with your sister . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
I like to be around cheerful people . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
I enjoy meeting new people and expanding my social circle . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
She drove fast because she wanted to get there on time . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
My father was awarded a Bronze Star . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
The money has been missing since he quit . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
There are many police officers around the embassy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The policemen remain focused on the investigation . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
He believed it was his hard work brought him success . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
He was glad to have a job at a time when so many others didn't . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Any job was better than the one she had worked before . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
The citizens were taught where to go for safety during an emergency . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
A place that is safe to go to is important for people in danger . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
She told me to listen for the phone while she was in the shower . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
She leaned on her knee as she listened . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The earthquake startled the tourists . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
There are so many good restaurants in my area that it is hard to decide where to eat . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
We were talking about childhood stories and they shared theirs with us . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Most wild tigers live in Asia . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Being a godmother is a special responsibility . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
How many eggs did the chickens lay ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
A woman whom I admire is Angelina Jolie . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
We could hear the fire engines in the distance . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
There were several fire engines in Mita yesterday . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
On what floor will I find the pajamas ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Shall I drop by the bookstore to pick up my textbook ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"His wealth was reflected by the beautiful furniture in each room , which was from different parts of the world . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
The guests did n't know where to sit . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The wives and the children were supposed to be seated first . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"Start studying now , or you will regret it later . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Please turn over your test papers now . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
He considered it a new start and stayed positive . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
You may spare yourself the conflict if you remain quiet about the issue . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
Monkeys are too dangerous to have as pets . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The next generation faces many problems . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
This explains how and when to treat injuries . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The professor was pleased to see his students working hard . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Her favorite way to fall asleep is to read before bed . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I wish I could have explained it better so the students would have understood more clearly . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
The teacher explained it as simply as he could . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"Since he 's so good to her , I approve of their marriage . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The researchers were happy to have finally found a new cure for that disease . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
My father was a soldier in the Vietnam War . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Silk clothes can be expensive . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
She is very attractive for a middle - aged woman . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
No one could find the dog or its owner . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
He ate cashew nuts instead of popcorn . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
It was sunny but now it is cloudy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
He was talking to someone earlier . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
He spoke in a shaky voice . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
They 've been calling around to find someone to cook . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
That haunted house scared me . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
My boyfriend showed me what to buy for my ski trip . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
She hurried out of the house because she was already late . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
It is a long way from my house to yours . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"Make sure you do n't arrive late to any more of your classes , or your final grade will drop . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
Hand in your essay before you go home . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
There are plans to close the nuclear plant . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Florida has beautiful sunsets skies . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
The manager has n't told the employees about it yet . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
There will be a demand for electric cars in the future because of the increasing concern about global warming . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
What does that cloud look like to you ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
The twins never got along and they were constantly arguing . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
You 'd be safe if I had gone . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"If I had gone with you , I would have missed the delivery . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The Haitian capital is Port-au- Prince . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"I 'd like to join you , but it depends on what I am doing that day . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
There will be a lot of international tourists in Japan during the Tokyo Olympics . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
She loves getting a massage . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
I love having back massages . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
It would be nice if we went together . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
His robe was a dark red . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
He looked wise in a robe . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Scientists are studying black holes . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
I ca n't believe she took yours without asking you ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Shall we move the conference to another day since it seems like it will rain heavily this afternoon ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
Every professor had to take attendance . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Black snakes eat insects such as cockroaches . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Someone who carried the virus boarded the plane in New York and infected all the passengers . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
Acrylic fibers are similar to wool . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Everyone began to sing as best as they could . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"If I had known they were coming to dinner , I would have made more food . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
"If they were at my house , I would have fed them . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Lisa only works certain shifts in the evening because she is extremely busy during the day . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
"Without actually telling us why , we were all asked to leave the party . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
They must get her medical attention immediately . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Spring gives the new season many bright flowers . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Prime ministers here do n't usually last very long . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The lobster was overcooked . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
"After boiling it , the lobster turned orange . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"If they had found any more survivors , they would have taken them to the hospital . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
He knew which bag to buy for his older sister 's birthday . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
She asked her sister which purse to buy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"If you always lived at home , it would be difficult to experience life fully . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
"When the sky began to darken , she closed all the windows and locked the doors . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
Boys wanted for the team were asked to tryout . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
She felt great after working out all day . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
She learned aikido so she would n't be fearful . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
People cheering with a loud voice encouraged the runners . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Have you ever been to Canada 's northern territories ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Homes built with brick are common in the US . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
I thought he could get us the movie tickets in advance . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I asked him to rent the new Tom Cruise DVD but he said it was n't available . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
What is the temperature today ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
Let 's meet at the Irish pub . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Let 's meet there on New Year 's Eve . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Her dress was pastel pink . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
We saw a pack of wolves . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Promise you wo n't ever tell anyone what you saw here today . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
If you do n't keep quiet you will wake the baby . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
I had hoped to get some sleep but the baby made too much noise . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
He was never a good cook so when he prepared dinner for his girlfriend it went badly . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
Was there anything left in your room or did you clear everything out ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Her cheeks turned pink . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
"In order to communicate with each other , both the French girlfriend and the Japanese boyfriend decided to learn a third language . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",23
Both of them were determined to learn a new language . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"To prevent break-ins , the locks were changed . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
These shoes are made to conform to your feet over time . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
